f,violation,stationarity,complementarity,dual_min,f_gap,y_inf,y_rel,iteration,problem,method,config,diverged,primal_lr
-46.71892162053225,4.440892098500626e-16,5.329070518200751e-15,6.132790006021902e-16,0.0,7.105427357601002e-15,1.9984014443252818e-15,1.048012361665608e-15,20000,qp_inactive,nuPI (rho=0),"ki=0.3, kp=0",False,0.03142117904511284
-46.71892162053225,0.0,5.329070518200751e-15,6.135061048695073e-16,0.0,7.105427357601002e-15,1.3322676295501878e-15,6.820374042471943e-16,20000,qp_inactive,nuPI (rho=0),"ki=0.3, kp=0.3",False,0.03142117904511284
5678.560439930592,5.955960193883401,191.76604340357716,10921.831161641581,0.0,5725.279361551125,100.0,73.02195394515132,20000,qp_inactive,nuPI (rho=0),"ki=0.3, kp=3",False,0.03142117904511284
-46.71892162053224,4.440892098500626e-16,3.552713678800501e-15,6.132790006021901e-16,0.0,1.4210854715202004e-14,1.9984014443252818e-15,1.0783958234250663e-15,20000,qp_inactive,nuPI (rho=0),"ki=1, kp=0",False,0.03142117904511284
-46.71892162053225,4.440892098500626e-16,3.552713678800501e-15,6.132790006021902e-16,0.0,7.105427357601002e-15,1.9984014443252818e-15,1.048012361665608e-15,20000,qp_inactive,nuPI (rho=0),"ki=1, kp=1",False,0.03142117904511284
7062.067999758623,0.0,233.00314128651627,10817.69466447666,0.0,7108.7869213791555,100.0,88.26652629998758,20000,qp_inactive,nuPI (rho=0),"ki=1, kp=10",False,0.03142117904511284
-47.17493821400192,0.24730328097678456,0.33263312689924973,0.19754435070737053,0.0,-0.4560165934696627,1.0067858369525446,0.5953810602530205,20000,qp_inactive,nuPI (rho=1),"ki=0.0001, kp=0",False,0.017773467398370157
-47.17498983656868,0.24734740565988433,0.33267903385091735,0.19755494853462374,0.0,-0.4560682160364209,1.006855319864544,0.5954373920141429,20000,qp_inactive,nuPI (rho=1),"ki=0.0001, kp=0.0001",False,0.017773467398370157
-47.17529419496245,0.2476219751828359,0.33294234379773435,0.1976224353279912,0.0,-0.4563725744301905,1.0071045233724052,0.5957049917841514,20000,qp_inactive,nuPI (rho=1),"ki=0.0001, kp=0.001",False,0.017773467398370157
-46.87908531689268,0.08715398403438845,0.10341001377037795,0.07509347676005987,0.0,-0.16016369636042072,0.5198745271011653,0.2726580197390027,20000,qp_inactive,nuPI (rho=1),"ki=0.0003, kp=0",False,0.017773467398370157
-46.87914671268342,0.08717471293060097,0.10344900239411103,0.07510013676980368,0.0,-0.16022509215116543,0.5200030091848209,0.2727305673365843,20000,qp_inactive,nuPI (rho=1),"ki=0.0003, kp=0.0003",False,0.017773467398370157
